tweet_id,datetime,text,user,likes,retweets,sentiment,hour,day,text_len,sent_score,text_cleaned,tokens,token_count,sentiment_score,engagement_score,engagement_log,day_of_week,is_weekend,time_period
tweet_7326,2024-01-01 03:10:16,"Best performing asset of the decade, hands down tbh",btc_trader_2376,340,19,positive,3,Monday,51,1,best performing asset of the decade hands down tbh,"['best', 'performing', 'asset', 'decade', 'hand', 'down', 'tbh']",7,1.0,378.0,5.937536205082426,0,0,night
tweet_8831,2024-01-01 03:24:47,"Bitcoin trading sideways, waiting for a breakout 💎 $50274 level",btc_trader_2825,5,0,neutral,3,Monday,63,0,bitcoin trading sideways waiting for a breakout level,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout', 'level']",6,0.0,5.0,1.791759469228055,0,0,night
tweet_901,2024-01-01 03:34:39,Technical analysis failed again on Bitcoin thoughts?,btc_trader_1031,26,2,negative,3,Monday,52,-1,technical analysis failed again on bitcoin thoughts,"['technical', 'analysis', 'failed', 'bitcoin', 'thought']",5,-1.0,30.0,3.4339872044851463,0,0,night
tweet_3248,2024-01-01 03:41:42,"Bitcoin is freedom money, can't be stopped!",btc_trader_3235,266,29,positive,3,Monday,43,1,bitcoin is freedom money cant be stopped,"['bitcoin', 'freedom', 'money', 'cant', 'stopped']",5,1.0,324.0,5.783825182329737,0,0,night
tweet_9071,2024-01-01 03:59:33,"Watching Bitcoin closely, key resistance ahead.",btc_trader_2287,18,2,neutral,3,Monday,47,0,watching bitcoin closely key resistance ahead,"['watching', 'bitcoin', 'closely', 'key', 'resistance', 'ahead']",6,0.0,22.0,3.1354942159291497,0,0,night
tweet_3467,2024-01-01 05:05:28,"Bitcoin trading sideways, waiting for a breakout 📈",btc_trader_2930,43,9,neutral,5,Monday,50,0,bitcoin trading sideways waiting for a breakout,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout']",5,0.0,61.0,4.127134385045092,0,0,night
tweet_6569,2024-01-01 05:09:21,Interesting Bitcoin discussion on the podcast today 💎 $36789 level,btc_trader_2157,263,43,neutral,5,Monday,66,0,interesting bitcoin discussion on the podcast today level,"['interesting', 'bitcoin', 'discussion', 'podcast', 'today', 'level']",6,0.0,349.0,5.857933154483459,0,0,night
tweet_9987,2024-01-01 05:21:35,"Bitcoin trading sideways, waiting for a breakout agree?",btc_trader_829,522,125,neutral,5,Monday,55,0,bitcoin trading sideways waiting for a breakout agree,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout', 'agree']",6,0.0,772.0,6.650279048587422,0,0,night
tweet_5822,2024-01-01 06:21:41,Interesting price action on Bitcoin today 📉,btc_trader_2601,62,8,neutral,6,Monday,43,0,interesting price action on bitcoin today,"['interesting', 'price', 'action', 'bitcoin', 'today']",5,0.0,78.0,4.3694478524670215,0,0,morning
tweet_5409,2024-01-01 06:31:13,Bitcoin mining difficulty adjustment coming up 📈,btc_trader_154,174,28,neutral,6,Monday,48,0,bitcoin mining difficulty adjustment coming up,"['bitcoin', 'mining', 'difficulty', 'adjustment', 'coming']",5,0.0,230.0,5.442417710521793,0,0,morning
tweet_850,2024-01-01 06:46:03,On-chain metrics showing mixed signals!,btc_trader_1583,165,30,neutral,6,Monday,39,0,onchain metrics showing mixed signals,"['onchain', 'metric', 'showing', 'mixed', 'signal']",5,0.0,225.0,5.420534999272286,0,0,morning
tweet_6740,2024-01-01 07:06:45,"RSI neutral, MACD crossing, watching closely thinking Price: $51965",btc_trader_1325,120,13,neutral,7,Monday,67,0,rsi neutral macd crossing watching closely thinking price,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely', 'thinking', 'price']",8,0.0,146.0,4.990432586778736,0,0,morning
tweet_1208,2024-01-01 08:18:02,Bitcoin correlation with stocks is interesting agree? Price: $41461,btc_trader_4927,236,26,neutral,8,Monday,67,0,bitcoin correlation with stocks is interesting agree price,"['bitcoin', 'correlation', 'stock', 'interesting', 'agree', 'price']",6,0.0,288.0,5.666426688112432,0,0,morning
tweet_5608,2024-01-01 08:38:55,Bitcoin developer activity remains strong 💎,btc_trader_4721,251,28,neutral,8,Monday,43,0,bitcoin developer activity remains strong,"['bitcoin', 'developer', 'activity', 'remains', 'strong']",5,0.0,307.0,5.730099782973574,0,0,morning
tweet_8347,2024-01-01 09:31:02,"Long term holder, short term noise doesn't matter imo at $36698",btc_trader_1174,34,3,positive,9,Monday,63,1,long term holder short term noise doesnt matter imo at,"['long', 'term', 'holder', 'short', 'term', 'noise', 'doesnt', 'matter', 'imo']",9,1.0,40.0,3.713572066704308,0,0,morning
tweet_8183,2024-01-01 09:33:25,"RSI neutral, MACD crossing, watching closely thinking",btc_trader_3757,36,8,neutral,9,Monday,53,0,rsi neutral macd crossing watching closely thinking,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely', 'thinking']",7,0.0,52.0,3.970291913552122,0,0,morning
tweet_4671,2024-01-01 09:33:41,Comparing Bitcoin to other cryptocurrencies 📈,btc_trader_1707,1,0,neutral,9,Monday,45,0,comparing bitcoin to other cryptocurrencies,"['comparing', 'bitcoin', 'cryptocurrencies']",3,0.0,1.0,0.6931471805599453,0,0,morning
tweet_4005,2024-01-01 09:58:51,Institutional interest in Bitcoin increasing steadily 🚀,btc_trader_903,76,9,neutral,9,Monday,55,0,institutional interest in bitcoin increasing steadily,"['institutional', 'interest', 'bitcoin', 'increasing', 'steadily']",5,0.0,94.0,4.553876891600541,0,0,morning
tweet_7910,2024-01-01 10:03:52,"Bitcoin volume is decreasing, calm before storm? agree? at $40639",btc_trader_2415,54,6,neutral,10,Monday,65,0,bitcoin volume is decreasing calm before storm agree at,"['bitcoin', 'volume', 'decreasing', 'calm', 'storm', 'agree']",6,0.0,66.0,4.204692619390966,0,0,morning
tweet_2368,2024-01-01 10:06:57,Lost faith in Bitcoin after this crash...,btc_trader_4511,47,7,negative,10,Monday,41,-1,lost faith in bitcoin after this crash,"['lost', 'faith', 'bitcoin', 'crash']",4,-1.0,61.0,4.127134385045092,0,0,morning
tweet_6426,2024-01-01 10:08:37,"Bitcoin volume is decreasing, calm before storm? 💎",btc_trader_261,96,12,neutral,10,Monday,50,0,bitcoin volume is decreasing calm before storm,"['bitcoin', 'volume', 'decreasing', 'calm', 'storm']",5,0.0,120.0,4.795790545596741,0,0,morning
tweet_4297,2024-01-01 10:22:19,Bitcoin developer activity remains strong 🚀,btc_trader_4994,128,20,neutral,10,Monday,43,0,bitcoin developer activity remains strong,"['bitcoin', 'developer', 'activity', 'remains', 'strong']",5,0.0,168.0,5.1298987149230735,0,0,morning
tweet_20,2024-01-01 10:55:53,Bitcoin whales dumping on retail investors btw,btc_trader_4660,131,16,negative,10,Monday,46,-1,bitcoin whales dumping on retail investors btw,"['bitcoin', 'whale', 'dumping', 'retail', 'investor', 'btw']",6,-1.0,163.0,5.099866427824199,0,0,morning
tweet_3676,2024-01-01 11:04:47,"Bitcoin conference next week, should be interesting #Bitcoin at $38423",btc_trader_1098,154,7,neutral,11,Monday,70,0,bitcoin conference next week should be interesting bitcoin at,"['bitcoin', 'conference', 'next', 'week', 'interesting', 'bitcoin']",6,0.0,168.0,5.1298987149230735,0,0,morning
tweet_3752,2024-01-01 11:26:29,"Bitcoin trading sideways, waiting for a breakout 📈",btc_trader_4481,502,89,neutral,11,Monday,50,0,bitcoin trading sideways waiting for a breakout,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout']",5,0.0,680.0,6.523562306149512,0,0,morning
tweet_3374,2024-01-01 11:30:56,"Bitcoin fixes everything, prove me wrong!",btc_trader_2017,65,10,positive,11,Monday,41,1,bitcoin fixes everything prove me wrong,"['bitcoin', 'fix', 'everything', 'prove', 'wrong']",5,1.0,85.0,4.454347296253507,0,0,morning
tweet_9887,2024-01-01 11:58:20,"Bitcoin network hashrate at all time high, bullish imo",btc_trader_3193,141,9,positive,11,Monday,54,1,bitcoin network hashrate at all time high bullish imo,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish', 'imo']",7,1.0,159.0,5.075173815233827,0,0,morning
tweet_461,2024-01-01 12:26:56,"Whales accumulating, big move coming soon btw",btc_trader_4139,127,21,positive,12,Monday,45,1,whales accumulating big move coming soon btw,"['whale', 'accumulating', 'big', 'move', 'coming', 'soon', 'btw']",7,1.0,169.0,5.135798437050262,0,0,afternoon
tweet_5514,2024-01-01 12:31:34,"RSI neutral, MACD crossing, watching closely...",btc_trader_69,317,74,neutral,12,Monday,47,0,rsi neutral macd crossing watching closely,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely']",6,0.0,465.0,6.144185634125646,0,0,afternoon
tweet_1231,2024-01-01 12:57:18,Bitcoin chart looking indecisive right now #Bitcoin at $40932,btc_trader_3077,176,33,neutral,12,Monday,61,0,bitcoin chart looking indecisive right now bitcoin at,"['bitcoin', 'chart', 'looking', 'indecisive', 'right', 'bitcoin']",6,0.0,242.0,5.493061443340548,0,0,afternoon
tweet_8477,2024-01-01 13:15:22,"Long term holder, short term noise doesn't matter imo",btc_trader_4938,56,12,positive,13,Monday,53,1,long term holder short term noise doesnt matter imo,"['long', 'term', 'holder', 'short', 'term', 'noise', 'doesnt', 'matter', 'imo']",9,1.0,80.0,4.394449154672439,0,0,afternoon
tweet_2023,2024-01-01 13:30:48,"Bitcoin is freedom money, can't be stopped thoughts?",btc_trader_1154,139,31,positive,13,Monday,52,1,bitcoin is freedom money cant be stopped thoughts,"['bitcoin', 'freedom', 'money', 'cant', 'stopped', 'thought']",6,1.0,201.0,5.308267697401205,0,0,afternoon
tweet_53,2024-01-01 13:38:35,"Bitcoin conference next week, should be interesting imo",btc_trader_896,207,49,neutral,13,Monday,55,0,bitcoin conference next week should be interesting imo,"['bitcoin', 'conference', 'next', 'week', 'interesting', 'imo']",6,0.0,305.0,5.723585101952381,0,0,afternoon
tweet_5293,2024-01-01 13:52:47,Bitcoin developer activity remains strong #Bitcoin at $44588,btc_trader_1906,80,17,neutral,13,Monday,60,0,bitcoin developer activity remains strong bitcoin at,"['bitcoin', 'developer', 'activity', 'remains', 'strong', 'bitcoin']",6,0.0,114.0,4.74493212836325,0,0,afternoon
tweet_1125,2024-01-01 14:43:30,"Bitcoin network hashrate at all time high, bullish 📈 Price: $41618",btc_trader_2709,519,91,positive,14,Monday,66,1,bitcoin network hashrate at all time high bullish price,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish', 'price']",7,1.0,701.0,6.553933404025811,0,0,afternoon
tweet_9700,2024-01-01 14:46:44,Just convinced my friend to buy Bitcoin...,btc_trader_2554,30,3,positive,14,Monday,42,1,just convinced my friend to buy bitcoin,"['convinced', 'friend', 'buy', 'bitcoin']",4,1.0,36.0,3.6109179126442243,0,0,afternoon
tweet_8582,2024-01-01 14:48:46,Technical analysis failed again on Bitcoin at $54062,btc_trader_4589,72,5,negative,14,Monday,52,-1,technical analysis failed again on bitcoin at,"['technical', 'analysis', 'failed', 'bitcoin']",4,-1.0,82.0,4.418840607796598,0,0,afternoon
tweet_9736,2024-01-01 15:20:29,Comparing Bitcoin to other cryptocurrencies thoughts?,btc_trader_3551,232,33,neutral,15,Monday,53,0,comparing bitcoin to other cryptocurrencies thoughts,"['comparing', 'bitcoin', 'cryptocurrencies', 'thought']",4,0.0,298.0,5.700443573390687,0,0,afternoon
tweet_9035,2024-01-01 15:54:56,Bitcoin Lightning Network is game changing thoughts?,btc_trader_2274,162,10,positive,15,Monday,52,1,bitcoin lightning network is game changing thoughts,"['bitcoin', 'lightning', 'network', 'game', 'changing', 'thought']",6,1.0,182.0,5.209486152841421,0,0,afternoon
tweet_8012,2024-01-01 15:55:11,"This volatility is too much, getting out agree?",btc_trader_2825,254,32,negative,15,Monday,47,-1,this volatility is too much getting out agree,"['volatility', 'much', 'getting', 'agree']",4,-1.0,318.0,5.765191102784844,0,0,afternoon
tweet_5156,2024-01-01 16:06:54,Bitcoin mining difficulty adjustment coming up #BTC Price: $50024,btc_trader_2144,519,96,neutral,16,Monday,65,0,bitcoin mining difficulty adjustment coming up btc price,"['bitcoin', 'mining', 'difficulty', 'adjustment', 'coming', 'btc', 'price']",7,0.0,711.0,6.568077911411976,0,0,afternoon
tweet_4114,2024-01-01 16:07:34,"Bitcoin network hashrate at all time high, bullish.",btc_trader_4168,11,0,positive,16,Monday,51,1,bitcoin network hashrate at all time high bullish,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish']",6,1.0,11.0,2.4849066497880004,0,0,afternoon
tweet_8595,2024-01-01 18:04:07,"Bitcoin conference next week, should be interesting imo",btc_trader_56,253,16,neutral,18,Monday,55,0,bitcoin conference next week should be interesting imo,"['bitcoin', 'conference', 'next', 'week', 'interesting', 'imo']",6,0.0,285.0,5.655991810819852,0,0,evening
tweet_9797,2024-01-01 18:30:56,"Bitcoin is freedom money, can't be stopped btw",btc_trader_3959,377,37,positive,18,Monday,46,1,bitcoin is freedom money cant be stopped btw,"['bitcoin', 'freedom', 'money', 'cant', 'stopped', 'btw']",6,1.0,451.0,6.113682179832232,0,0,evening
tweet_3909,2024-01-01 20:03:27,"Bitcoin trading sideways, waiting for a breakout thoughts?",btc_trader_3739,88,20,neutral,20,Monday,58,0,bitcoin trading sideways waiting for a breakout thoughts,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout', 'thought']",6,0.0,128.0,4.859812404361672,0,0,evening
tweet_8140,2024-01-01 20:20:07,Bitcoin Lightning Network is game changing... $50210 level,btc_trader_1560,121,22,positive,20,Monday,58,1,bitcoin lightning network is game changing level,"['bitcoin', 'lightning', 'network', 'game', 'changing', 'level']",6,1.0,165.0,5.111987788356544,0,0,evening
tweet_4964,2024-01-01 20:23:35,What do you think about current Bitcoin price?!,btc_trader_241,25,1,neutral,20,Monday,47,0,what do you think about current bitcoin price,"['think', 'current', 'bitcoin', 'price']",4,0.0,27.0,3.332204510175204,0,0,evening
tweet_7303,2024-01-01 20:50:24,Bitcoin chart looking indecisive right now tbh,btc_trader_2754,86,7,neutral,20,Monday,46,0,bitcoin chart looking indecisive right now tbh,"['bitcoin', 'chart', 'looking', 'indecisive', 'right', 'tbh']",6,0.0,100.0,4.61512051684126,0,0,evening
tweet_8665,2024-01-01 20:54:00,"Bitcoin is freedom money, can't be stopped imo",btc_trader_3803,195,40,positive,20,Monday,46,1,bitcoin is freedom money cant be stopped imo,"['bitcoin', 'freedom', 'money', 'cant', 'stopped', 'imo']",6,1.0,275.0,5.62040086571715,0,0,evening
tweet_6861,2024-01-01 21:08:09,Just convinced my friend to buy Bitcoin btw,btc_trader_3176,894,221,positive,21,Monday,43,1,just convinced my friend to buy bitcoin btw,"['convinced', 'friend', 'buy', 'bitcoin', 'btw']",5,1.0,1336.0,7.198183577101943,0,0,evening
tweet_6182,2024-01-01 21:13:28,"Whales accumulating, big move coming soon 📈",btc_trader_1779,628,132,positive,21,Monday,43,1,whales accumulating big move coming soon,"['whale', 'accumulating', 'big', 'move', 'coming', 'soon']",6,1.0,892.0,6.794586580876499,0,0,evening
tweet_2167,2024-01-01 21:22:29,Bitcoin's monetary policy is predictable and transparent 🚀,btc_trader_3063,85,13,neutral,21,Monday,58,0,bitcoins monetary policy is predictable and transparent,"['bitcoins', 'monetary', 'policy', 'predictable', 'transparent']",5,0.0,111.0,4.718498871295094,0,0,evening
tweet_3041,2024-01-01 21:48:28,"Stacking sats every day, DCA is the way 💎 at $42007",btc_trader_1761,184,37,positive,21,Monday,51,1,stacking sats every day dca is the way at,"['stacking', 'sat', 'every', 'day', 'dca', 'way']",6,1.0,258.0,5.556828061699537,0,0,evening
tweet_1104,2024-01-01 21:55:47,Technical analysis looking very bullish right now tbh Price: $46906,btc_trader_4285,195,9,positive,21,Monday,67,1,technical analysis looking very bullish right now tbh price,"['technical', 'analysis', 'looking', 'bullish', 'right', 'tbh', 'price']",7,1.0,213.0,5.365976015021851,0,0,evening
tweet_9541,2024-01-01 22:34:37,"Bitcoin crashing again, told you so 📈",btc_trader_3131,251,35,negative,22,Monday,37,-1,bitcoin crashing again told you so,"['bitcoin', 'crashing', 'told']",3,-1.0,321.0,5.7745515455444085,0,0,evening
tweet_3505,2024-01-01 23:06:16,Interesting Bitcoin discussion on the podcast today #Bitcoin,btc_trader_1658,14,0,neutral,23,Monday,60,0,interesting bitcoin discussion on the podcast today bitcoin,"['interesting', 'bitcoin', 'discussion', 'podcast', 'today', 'bitcoin']",6,0.0,14.0,2.70805020110221,0,0,evening
tweet_9630,2024-01-01 23:14:13,"RSI neutral, MACD crossing, watching closely thoughts?",btc_trader_4733,98,8,neutral,23,Monday,54,0,rsi neutral macd crossing watching closely thoughts,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely', 'thought']",7,0.0,114.0,4.74493212836325,0,0,evening
tweet_2222,2024-01-01 23:26:43,Interesting Bitcoin discussion on the podcast today #crypto at $36436,btc_trader_4801,42,2,neutral,23,Monday,69,0,interesting bitcoin discussion on the podcast today crypto at,"['interesting', 'bitcoin', 'discussion', 'podcast', 'today', 'crypto']",6,0.0,46.0,3.8501476017100584,0,0,evening
tweet_7505,2024-01-02 01:08:37,"RSI neutral, MACD crossing, watching closely #BTC",btc_trader_1655,19,1,neutral,1,Tuesday,49,0,rsi neutral macd crossing watching closely btc,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely', 'btc']",7,0.0,21.0,3.091042453358316,1,0,night
tweet_4525,2024-01-02 01:16:46,Technical analysis looking very bullish right now 📉,btc_trader_2500,256,34,positive,1,Tuesday,51,1,technical analysis looking very bullish right now,"['technical', 'analysis', 'looking', 'bullish', 'right']",5,1.0,324.0,5.783825182329737,1,0,night
tweet_8333,2024-01-02 01:40:15,Just convinced my friend to buy Bitcoin 🚀,btc_trader_3870,529,32,positive,1,Tuesday,41,1,just convinced my friend to buy bitcoin,"['convinced', 'friend', 'buy', 'bitcoin']",4,1.0,593.0,6.386879319362645,1,0,night
tweet_7488,2024-01-02 01:47:24,Institutional interest in Bitcoin increasing steadily #BTC $41123 level,btc_trader_1853,83,19,neutral,1,Tuesday,71,0,institutional interest in bitcoin increasing steadily btc level,"['institutional', 'interest', 'bitcoin', 'increasing', 'steadily', 'btc', 'level']",7,0.0,121.0,4.804021044733257,1,0,night
tweet_773,2024-01-02 01:54:06,"Watching Bitcoin closely, key resistance ahead thinking",btc_trader_4087,207,49,neutral,1,Tuesday,55,0,watching bitcoin closely key resistance ahead thinking,"['watching', 'bitcoin', 'closely', 'key', 'resistance', 'ahead', 'thinking']",7,0.0,305.0,5.723585101952381,1,0,night
tweet_9208,2024-01-02 02:55:53,"Bitcoin is digital gold, change my mind thoughts?",btc_trader_3233,48,8,positive,2,Tuesday,49,1,bitcoin is digital gold change my mind thoughts,"['bitcoin', 'digital', 'gold', 'change', 'mind', 'thought']",6,1.0,64.0,4.174387269895637,1,0,night
tweet_6480,2024-01-02 03:07:00,This is just the beginning for Bitcoin 📈,btc_trader_3739,229,13,positive,3,Tuesday,40,1,this is just the beginning for bitcoin,"['beginning', 'bitcoin']",2,1.0,255.0,5.545177444479562,1,0,night
tweet_2242,2024-01-02 03:08:59,"HODL strong, we're going to the moon!",btc_trader_3369,539,49,positive,3,Tuesday,37,1,hodl strong were going to the moon,"['hodl', 'strong', 'going', 'moon']",4,1.0,637.0,6.45833828334479,1,0,night
tweet_5531,2024-01-02 03:49:25,Not selling until we hit six figures thoughts?,btc_trader_2456,62,11,positive,3,Tuesday,46,1,not selling until we hit six figures thoughts,"['not', 'selling', 'hit', 'six', 'figure', 'thought']",6,1.0,84.0,4.442651256490317,1,0,night
tweet_5422,2024-01-02 03:49:50,Interesting price action on Bitcoin today agree?,btc_trader_310,645,150,neutral,3,Tuesday,48,0,interesting price action on bitcoin today agree,"['interesting', 'price', 'action', 'bitcoin', 'today', 'agree']",6,0.0,945.0,6.852242569051878,1,0,night
tweet_7077,2024-01-02 03:59:19,Bitcoin is too complicated for mainstream adoption tbh,btc_trader_4319,283,61,negative,3,Tuesday,54,-1,bitcoin is too complicated for mainstream adoption tbh,"['bitcoin', 'complicated', 'mainstream', 'adoption', 'tbh']",5,-1.0,405.0,6.0063531596017325,1,0,night
tweet_9020,2024-01-02 04:12:43,Bitcoin energy consumption is a real problem.,btc_trader_4121,342,36,negative,4,Tuesday,45,-1,bitcoin energy consumption is a real problem,"['bitcoin', 'energy', 'consumption', 'real', 'problem']",5,-1.0,414.0,6.028278520230698,1,0,night
tweet_4194,2024-01-02 04:55:52,"Bitcoin adoption is accelerating, banks are scared 📈 Price: $47137",btc_trader_2893,164,18,positive,4,Tuesday,66,1,bitcoin adoption is accelerating banks are scared price,"['bitcoin', 'adoption', 'accelerating', 'bank', 'scared', 'price']",6,1.0,200.0,5.303304908059076,1,0,night
tweet_6092,2024-01-02 05:15:15,Comparing Bitcoin to other cryptocurrencies agree?,btc_trader_2628,171,30,neutral,5,Tuesday,50,0,comparing bitcoin to other cryptocurrencies agree,"['comparing', 'bitcoin', 'cryptocurrencies', 'agree']",4,0.0,231.0,5.44673737166631,1,0,night
tweet_4948,2024-01-02 05:24:39,"Energy consumption debate continues, both sides valid 📈",btc_trader_3598,58,7,neutral,5,Tuesday,55,0,energy consumption debate continues both sides valid,"['energy', 'consumption', 'debate', 'continues', 'side', 'valid']",6,0.0,72.0,4.290459441148391,1,0,night
tweet_4781,2024-01-02 05:31:38,Too much manipulation in Bitcoin market tbh,btc_trader_121,0,0,negative,5,Tuesday,43,-1,too much manipulation in bitcoin market tbh,"['much', 'manipulation', 'bitcoin', 'market', 'tbh']",5,-1.0,0.0,0.0,1,0,night
tweet_3387,2024-01-02 05:32:51,Bitcoin mining centralization is worrying.,btc_trader_3114,10,1,negative,5,Tuesday,42,-1,bitcoin mining centralization is worrying,"['bitcoin', 'mining', 'centralization', 'worrying']",4,-1.0,12.0,2.5649493574615367,1,0,night
tweet_1787,2024-01-02 05:42:28,"Bitcoin fundamentals unchanged, price is just noise thoughts?",btc_trader_2467,21,5,neutral,5,Tuesday,61,0,bitcoin fundamentals unchanged price is just noise thoughts,"['bitcoin', 'fundamental', 'unchanged', 'price', 'noise', 'thought']",6,0.0,31.0,3.4657359027997265,1,0,night
tweet_4877,2024-01-02 05:53:40,"Just bought more BTC, feeling bullish about the future #Bitcoin",btc_trader_4718,63,12,positive,5,Tuesday,63,1,just bought more btc feeling bullish about the future bitcoin,"['bought', 'more', 'btc', 'feeling', 'bullish', 'future', 'bitcoin']",7,1.0,87.0,4.477336814478207,1,0,night
tweet_9857,2024-01-02 06:49:46,"This volatility is too much, getting out thoughts?",btc_trader_1478,11,1,negative,6,Tuesday,50,-1,this volatility is too much getting out thoughts,"['volatility', 'much', 'getting', 'thought']",4,-1.0,13.0,2.6390573296152584,1,0,morning
tweet_2909,2024-01-02 06:52:21,"Whales accumulating, big move coming soon thoughts?",btc_trader_4966,463,84,positive,6,Tuesday,51,1,whales accumulating big move coming soon thoughts,"['whale', 'accumulating', 'big', 'move', 'coming', 'soon', 'thought']",7,1.0,631.0,6.448889394146858,1,0,morning
tweet_3089,2024-01-02 07:24:54,Bitcoin chart looking indecisive right now 💎,btc_trader_67,528,95,neutral,7,Tuesday,44,0,bitcoin chart looking indecisive right now,"['bitcoin', 'chart', 'looking', 'indecisive', 'right']",5,0.0,718.0,6.577861357721047,1,0,morning
tweet_7185,2024-01-02 07:39:13,"El Salvador buying more Bitcoin, smart move...",btc_trader_4900,150,35,positive,7,Tuesday,46,1,el salvador buying more bitcoin smart move,"['salvador', 'buying', 'more', 'bitcoin', 'smart', 'move']",6,1.0,220.0,5.3981627015177525,1,0,morning
tweet_1347,2024-01-02 07:57:44,Bitcoin developer activity remains strong!,btc_trader_973,194,38,neutral,7,Tuesday,42,0,bitcoin developer activity remains strong,"['bitcoin', 'developer', 'activity', 'remains', 'strong']",5,0.0,270.0,5.602118820879701,1,0,morning
tweet_741,2024-01-02 08:17:00,Bitcoin's monetary policy is predictable and transparent 🚀,btc_trader_238,266,29,neutral,8,Tuesday,58,0,bitcoins monetary policy is predictable and transparent,"['bitcoins', 'monetary', 'policy', 'predictable', 'transparent']",5,0.0,324.0,5.783825182329737,1,0,morning
tweet_9211,2024-01-02 08:26:41,Not selling until we hit six figures 💎,btc_trader_1010,45,7,positive,8,Tuesday,38,1,not selling until we hit six figures,"['not', 'selling', 'hit', 'six', 'figure']",5,1.0,59.0,4.0943445622221,1,0,morning
