datetime,open,high,low,close,volume
2024-01-05 18:00:00,42567.54,42708.71,42362.5,42483.27,37103.2178
2024-01-05 19:00:00,42569.51,42706.48,42339.45,42491.23,56772.2072
2024-01-05 20:00:00,42559.72,44435.01,41352.16,43297.99,64101.026
2024-01-05 21:00:00,43439.41,44431.92,41617.79,42694.71,62672.8893
2024-01-05 22:00:00,42604.46,43725.36,40837.73,41964.29,68154.7287
2024-01-05 23:00:00,41961.69,42829.2,40169.02,41257.47,20667.2616
2024-01-06 00:00:00,41088.86,43266.76,39828.51,41848.04,48352.1306
2024-01-06 01:00:00,41920.14,42396.36,40836.04,41533.65,27347.147
2024-01-06 02:00:00,41706.46,42592.91,40267.63,41175.1,20876.306
2024-01-06 03:00:00,41112.5,41588.41,40321.32,40838.37,24114.9616
2024-01-06 04:00:00,40751.88,42820.74,39561.68,41477.58,24335.4826
2024-01-06 05:00:00,41404.28,43369.22,40149.26,42182.98,42490.9762
2024-01-06 06:00:00,42200.95,42398.65,41836.39,42054.51,31570.4146
2024-01-06 07:00:00,42163.85,42983.48,40692.88,41663.88,27885.7216
2024-01-06 08:00:00,41506.15,43616.97,40413.12,42291.69,21074.8486
2024-01-06 09:00:00,42313.79,43686.55,40296.2,41625.27,21374.5765
2024-01-06 10:00:00,41763.53,41768.34,41756.45,41760.81,22885.5826
2024-01-06 11:00:00,41961.36,42667.22,40883.07,41531.23,35173.6007
2024-01-06 12:00:00,41688.77,43158.4,40576.68,42295.8,31152.1926
2024-01-06 13:00:00,42299.07,43614.98,41518.7,42841.43,36184.0735
2024-01-06 14:00:00,42836.99,43818.98,41346.07,42234.87,52617.0066
2024-01-06 15:00:00,42216.01,42622.58,41385.98,41915.06,45788.1287
2024-01-06 16:00:00,42030.55,43408.32,39909.79,41263.32,62521.5797
2024-01-06 17:00:00,41330.86,42913.54,40484.41,41861.13,31100.1162
2024-01-06 18:00:00,41898.88,43695.32,40937.11,42518.48,50631.5131
2024-01-06 19:00:00,42613.06,42877.57,42256.54,42459.62,50147.0255
2024-01-06 20:00:00,42391.07,43279.81,41776.31,42717.83,66606.5634
2024-01-06 21:00:00,42666.57,43221.96,41788.11,42353.68,52865.9735
2024-01-06 22:00:00,42170.89,42820.64,41728.85,42392.14,54095.1234
2024-01-06 23:00:00,42221.91,42876.54,41870.68,42447.8,35040.93
2024-01-07 00:00:00,42255.08,43473.75,41504.33,42755.63,19343.6559
2024-01-07 01:00:00,42783.82,43953.22,42151.47,43284.42,36566.6635
2024-01-07 02:00:00,43172.24,44822.27,42053.74,43885.15,19363.4446
2024-01-07 03:00:00,43669.85,45224.19,42742.83,44201.98,18760.1429
2024-01-07 04:00:00,44133.72,44552.85,43895.73,44288.31,23241.8223
2024-01-07 05:00:00,44155.1,44478.21,43668.41,43951.44,27309.5426
2024-01-07 06:00:00,44167.99,44885.14,43181.59,43806.22,21790.2237
2024-01-07 07:00:00,43887.61,44849.4,43163.82,44317.13,31537.9277
2024-01-07 08:00:00,44222.38,45642.15,43438.99,44751.03,31371.906
2024-01-07 09:00:00,44830.58,45911.08,44089.47,45226.76,34552.1094
2024-01-07 10:00:00,45292.95,45830.41,44370.89,44946.79,23777.3408
2024-01-07 11:00:00,44854.7,45893.95,44274.92,45298.73,33605.1755
2024-01-07 12:00:00,45312.71,47459.41,44259.3,46062.15,34534.4539
2024-01-07 13:00:00,46203.33,47329.28,45614.53,46659.0,28994.3543
2024-01-07 14:00:00,46876.66,48753.54,45536.92,47551.95,74746.9517
2024-01-07 15:00:00,47488.12,48709.02,46588.52,48040.28,49394.7618
2024-01-07 16:00:00,48123.07,48588.26,47805.3,48285.84,28696.251
2024-01-07 17:00:00,48056.49,50013.14,46629.37,48795.09,34328.2619
2024-01-07 18:00:00,48953.12,50910.5,47729.31,49754.75,40862.8474
2024-01-07 19:00:00,49657.41,49676.13,49614.78,49642.76,30677.9194
2024-01-07 20:00:00,49727.39,51157.38,48984.88,50211.02,51652.1959
2024-01-07 21:00:00,50168.28,51448.87,48135.33,49363.63,59878.8861
2024-01-07 22:00:00,49299.72,49518.6,48977.69,49188.07,32013.4414
2024-01-07 23:00:00,49209.94,51549.12,47781.65,50150.53,17039.6764
2024-01-08 00:00:00,50325.07,50482.79,50077.74,50233.92,19494.5839
2024-01-08 01:00:00,50377.99,51050.13,49007.77,49861.25,19542.2124
2024-01-08 02:00:00,49715.24,50786.08,48324.07,49150.37,22994.5853
2024-01-08 03:00:00,48906.01,50529.65,47991.74,49607.14,18013.9859
2024-01-08 04:00:00,49687.04,50829.24,47017.88,48744.53,20260.0086
2024-01-08 05:00:00,48585.74,50145.77,46305.9,47715.86,33086.6552
2024-01-08 06:00:00,47848.52,47906.47,47807.9,47873.85,24600.6152
2024-01-08 07:00:00,48009.44,49853.86,46905.51,48714.18,28714.4537
2024-01-08 08:00:00,48703.94,49039.14,48207.1,48512.28,25417.9388
2024-01-08 09:00:00,48308.91,48780.3,48011.75,48518.18,28114.5921
2024-01-08 10:00:00,48433.36,50948.26,46935.63,49391.62,24340.6537
2024-01-08 11:00:00,49491.28,51391.46,48223.56,50189.69,27106.5564
2024-01-08 12:00:00,50165.38,50966.87,48769.14,49620.57,19325.7655
2024-01-08 13:00:00,49584.23,50402.72,49151.28,49911.7,26165.9445
2024-01-08 14:00:00,50077.29,51117.99,47803.16,49262.5,64579.4811
2024-01-08 15:00:00,49305.09,49604.34,49147.46,49426.56,41447.1112
2024-01-08 16:00:00,49550.27,51576.15,48109.59,50279.83,51925.0511
2024-01-08 17:00:00,50319.01,51316.61,48943.27,49740.82,36793.7448
2024-01-08 18:00:00,49674.94,51062.55,48711.82,50196.74,70059.8835
2024-01-08 19:00:00,50356.58,50977.49,50077.26,50585.35,67220.9736
2024-01-08 20:00:00,50467.71,51604.56,48888.92,49822.57,36949.2738
2024-01-08 21:00:00,50006.85,50341.23,49832.6,50139.51,43031.2517
2024-01-08 22:00:00,50262.91,51142.55,48846.71,49690.18,46433.5941
2024-01-08 23:00:00,49827.74,50133.28,49660.4,49962.46,18805.1203
2024-01-09 00:00:00,50049.38,50838.48,48868.38,49593.13,21763.0414
2024-01-09 01:00:00,49719.56,50905.35,47855.86,48951.53,31113.3816
2024-01-09 02:00:00,49033.34,50385.18,46644.37,48141.76,15235.5238
2024-01-09 03:00:00,48002.74,48980.99,46287.49,47306.19,18629.2362
2024-01-09 04:00:00,47152.77,47551.1,46565.28,46926.83,36605.799
2024-01-09 05:00:00,46726.02,48236.44,45904.5,47402.17,43273.9211
2024-01-09 06:00:00,47438.08,47823.55,47224.41,47577.36,12653.7898
2024-01-09 07:00:00,47493.99,49036.43,46426.03,48066.43,27843.2851
2024-01-09 08:00:00,48232.01,49059.56,46934.96,47736.8,21607.7195
2024-01-09 09:00:00,47660.19,48084.88,46830.1,47341.95,17604.4083
2024-01-09 10:00:00,47534.12,48044.45,46716.43,47247.73,27151.1051
2024-01-09 11:00:00,47080.68,48039.56,45479.73,46510.58,24851.153
2024-01-09 12:00:00,46637.48,46657.28,46606.67,46626.51,27929.9778
2024-01-09 13:00:00,46656.58,47338.24,46179.0,46909.08,22516.0471
2024-01-09 14:00:00,46706.57,46862.29,46445.31,46598.6,28928.8029
2024-01-09 15:00:00,46510.25,46621.68,46253.92,46420.79,32561.4352
2024-01-09 16:00:00,46585.72,47144.14,46249.22,46800.03,51732.5021
2024-01-09 17:00:00,46985.3,47159.87,46728.2,46890.83,37991.1081
2024-01-09 18:00:00,46727.12,47777.6,44336.51,45908.22,47731.3065
2024-01-09 19:00:00,45910.31,46751.07,44376.83,45308.99,47388.289
2024-01-09 20:00:00,45154.37,45481.93,44574.04,44924.72,41149.7631
2024-01-09 21:00:00,45054.65,45652.69,44716.02,45320.13,49674.1193
2024-01-09 22:00:00,45421.53,46253.58,44881.45,45705.98,41244.7936
2024-01-09 23:00:00,45542.09,46082.18,44787.35,45268.51,24151.1177
2024-01-10 00:00:00,45466.79,45986.71,44485.58,45120.48,34824.4972
2024-01-10 01:00:00,45268.91,46457.18,44568.0,45701.27,27886.4288
2024-01-10 02:00:00,45638.12,45975.29,45043.31,45387.29,33782.6161
2024-01-10 03:00:00,45263.18,46091.12,43376.25,44606.98,21155.9106
2024-01-10 04:00:00,44756.47,46288.37,43747.14,45443.36,26778.349
2024-01-10 05:00:00,45387.34,46530.98,43660.06,44774.15,27704.9124
2024-01-10 06:00:00,44746.24,45024.03,44364.92,44586.69,20838.847
2024-01-10 07:00:00,44697.5,44846.09,44474.01,44606.19,29726.0336
2024-01-10 08:00:00,44755.67,45218.85,44048.83,44519.08,21454.9298
2024-01-10 09:00:00,44466.49,44611.7,44375.96,44515.33,24126.6754
2024-01-10 10:00:00,44404.04,45131.06,43991.89,44654.8,20229.5794
2024-01-10 11:00:00,44811.61,45509.14,43879.95,44426.35,27815.4616
2024-01-10 12:00:00,44398.57,46283.57,43161.08,45191.38,18488.6873
2024-01-10 13:00:00,44989.49,44998.12,44982.28,44993.1,16078.7611
2024-01-10 14:00:00,45186.94,46854.43,44063.15,45800.0,33132.4241
2024-01-10 15:00:00,45951.03,46783.9,45315.15,46311.42,38846.0676
2024-01-10 16:00:00,46116.55,46957.58,44928.36,45666.32,57201.328
2024-01-10 17:00:00,45488.76,46044.32,44625.8,45103.2,48143.7913
2024-01-10 18:00:00,45083.86,46434.13,43204.97,44382.1,31136.9575
2024-01-10 19:00:00,44267.57,45241.63,42568.69,43636.45,38668.3107
2024-01-10 20:00:00,43708.18,45142.45,42075.09,42983.69,52174.0225
2024-01-10 21:00:00,43193.59,43428.65,43046.13,43287.15,56358.998
2024-01-10 22:00:00,43180.51,44710.26,41111.81,42344.96,64216.3283
2024-01-10 23:00:00,42459.93,43444.95,41966.43,42859.37,31386.1384
2024-01-11 00:00:00,42720.12,43946.82,41882.35,43197.12,33968.9666
2024-01-11 01:00:00,43008.39,44227.67,42326.68,43483.53,14099.3737
2024-01-11 02:00:00,43284.33,45244.42,41790.21,44034.66,25083.6712
2024-01-11 03:00:00,44146.2,44956.53,42605.44,43600.73,31442.1244
2024-01-11 04:00:00,43437.0,43875.35,42796.15,43207.68,30935.0706
2024-01-11 05:00:00,43412.36,43422.9,43392.98,43405.77,27981.0719
2024-01-11 06:00:00,43504.34,44736.78,41410.26,42771.6,26053.4629
2024-01-11 07:00:00,42591.99,43262.35,42130.83,42866.14,26160.0927
2024-01-11 08:00:00,42802.5,44288.11,40857.74,42018.97,34632.5417
2024-01-11 09:00:00,42220.67,43930.24,40927.16,42977.11,28895.4135
2024-01-11 10:00:00,43054.22,44858.8,41739.46,43834.0,25950.5876
2024-01-11 11:00:00,43644.3,44856.49,42911.91,44130.53,29354.4639
2024-01-11 12:00:00,44209.55,46191.88,42772.6,45003.24,30130.5357
2024-01-11 13:00:00,44957.35,45602.76,44610.2,45226.31,29901.4785
2024-01-11 14:00:00,45175.2,45443.71,45018.26,45286.64,48986.8071
2024-01-11 15:00:00,45189.53,47141.57,44212.29,45942.35,64547.8002
2024-01-11 16:00:00,46125.51,46254.15,45847.47,46024.24,54127.5956
2024-01-11 17:00:00,45954.02,47260.54,43624.41,45154.31,69783.4243
2024-01-11 18:00:00,45347.27,46055.36,44945.88,45597.04,29428.4405
2024-01-11 19:00:00,45432.38,46604.4,44565.26,45960.07,47502.8598
2024-01-11 20:00:00,45983.81,46451.02,45685.76,46189.72,67978.7345
2024-01-11 21:00:00,46201.59,47623.59,45575.32,46699.02,69489.3063
2024-01-11 22:00:00,46675.66,47508.13,46035.95,47011.93,59711.1315
2024-01-11 23:00:00,46862.41,49087.73,45176.82,47736.43,14565.296
2024-01-12 00:00:00,47570.79,48501.23,45804.87,46932.69,29098.3858
2024-01-12 01:00:00,47118.04,48683.13,46004.41,47770.03,22585.3832
2024-01-12 02:00:00,47675.84,47841.96,47590.61,47739.68,26642.9253
2024-01-12 03:00:00,47815.46,48948.12,47024.65,48237.44,31810.8408
2024-01-12 04:00:00,48009.94,49505.35,45686.8,47137.05,35882.1717
2024-01-12 05:00:00,47097.73,47778.12,46652.14,47359.58,25863.6167
2024-01-12 06:00:00,47351.5,48937.36,46521.67,47928.6,13478.984
2024-01-12 07:00:00,47899.65,47940.79,47818.63,47869.48,22651.152
2024-01-12 08:00:00,47981.59,50045.23,47078.24,48674.02,25153.2024
2024-01-12 09:00:00,48585.98,48678.11,48429.7,48520.82,14504.8623
2024-01-12 10:00:00,48464.61,49001.1,48041.37,48688.28,16439.7163
2024-01-12 11:00:00,48726.1,49386.98,47777.54,48361.08,25813.0776
2024-01-12 12:00:00,48268.49,50069.4,45870.86,47347.87,33015.3186
2024-01-12 13:00:00,47278.22,48634.72,44808.27,46428.23,30990.4482
2024-01-12 14:00:00,46445.26,48086.57,45215.95,47090.25,63333.968
2024-01-12 15:00:00,47027.12,47336.86,46586.57,46840.11,41647.8505
2024-01-12 16:00:00,46842.1,48042.87,45855.61,47337.51,49329.6087
2024-01-12 17:00:00,47562.4,47932.98,47063.58,47360.55,66110.8569
2024-01-12 18:00:00,47218.02,47262.82,47196.72,47235.25,29673.1673
2024-01-12 19:00:00,47222.85,47359.75,47010.6,47141.6,39617.718
2024-01-12 20:00:00,46982.5,49556.26,45655.36,47904.51,49751.3087
2024-01-12 21:00:00,47920.0,48896.21,47178.75,48320.11,44516.8393
2024-01-12 22:00:00,48552.0,49013.23,48262.6,48714.55,44981.745
2024-01-12 23:00:00,48702.17,51273.83,47045.32,49612.07,33426.3509
2024-01-13 00:00:00,49653.51,50768.11,47889.36,48999.1,27873.51
2024-01-13 01:00:00,49087.65,50889.07,46983.31,48167.89,15646.2616
2024-01-13 02:00:00,47999.99,48924.74,47334.32,48365.75,40861.0536
2024-01-13 03:00:00,48479.81,49592.17,46471.61,47630.99,26051.6421
2024-01-13 04:00:00,47643.13,48118.22,46603.27,47288.19,20590.1409
2024-01-13 05:00:00,47416.81,48554.3,46681.57,47835.83,23569.75
2024-01-13 06:00:00,47714.58,47978.42,47495.25,47825.44,18105.3733
2024-01-13 07:00:00,47685.44,48644.81,47107.14,48076.44,39994.9266
2024-01-13 08:00:00,47967.53,49230.86,46151.03,47242.02,44186.7057
2024-01-13 09:00:00,47456.79,48863.28,46629.84,48035.03,28684.7461
2024-01-13 10:00:00,48007.35,48747.84,46902.81,47539.65,32991.6248
2024-01-13 11:00:00,47632.91,48802.64,45788.02,46941.8,23522.723
2024-01-13 12:00:00,46956.37,47537.26,46559.79,47215.47,23233.2922
2024-01-13 13:00:00,47343.31,48880.35,44585.3,46406.26,32361.0034
2024-01-13 14:00:00,46581.86,46638.99,46457.02,46539.84,39405.9683
2024-01-13 15:00:00,46729.69,48003.0,44712.94,45962.32,67514.9328
2024-01-13 16:00:00,46152.25,47295.46,44748.2,45552.39,75412.4051
2024-01-13 17:00:00,45505.47,45521.85,45480.52,45497.07,65095.7284
2024-01-13 18:00:00,45273.8,45555.13,45029.32,45396.88,42391.5996
2024-01-13 19:00:00,45416.54,45438.11,45384.68,45405.48,38983.8022
2024-01-13 20:00:00,45229.6,46186.51,43760.59,44618.99,39704.8568
2024-01-13 21:00:00,44748.73,45089.14,44586.1,44870.05,64289.2469
2024-01-13 22:00:00,45016.77,45079.21,44969.02,45044.29,29537.2923
2024-01-13 23:00:00,44964.83,45603.17,43882.5,44511.67,38966.5032
2024-01-14 00:00:00,44423.51,45298.44,43741.14,44819.56,22975.7597
2024-01-14 01:00:00,44648.45,45174.39,43750.67,44303.42,37280.2673
2024-01-14 02:00:00,44219.68,45527.69,42571.19,43542.97,25476.3268
2024-01-14 03:00:00,43383.41,44465.64,41767.72,42781.58,25877.6173
2024-01-14 04:00:00,42769.1,42944.4,42680.86,42833.28,21815.3259
2024-01-14 05:00:00,42993.11,44112.98,41006.31,42274.04,18985.7424
2024-01-14 06:00:00,42088.78,42297.7,41955.76,42169.0,15846.8957
2024-01-14 07:00:00,42177.58,43060.9,40451.16,41530.14,18531.2053
2024-01-14 08:00:00,41658.34,41783.32,41459.27,41580.74,15323.3239
2024-01-14 09:00:00,41708.36,42645.87,41018.04,42080.86,32234.5606
2024-01-14 10:00:00,41889.51,42215.41,41109.23,41629.01,26285.8118
2024-01-14 11:00:00,41809.59,43005.48,39604.97,41026.47,42804.0861
2024-01-14 12:00:00,41086.32,41347.33,40758.33,40955.44,38551.0103
2024-01-14 13:00:00,40904.51,41720.56,40416.74,41203.49,26323.5365
2024-01-14 14:00:00,41071.01,41231.57,40961.92,41132.22,29649.886
2024-01-14 15:00:00,40935.91,41510.01,40065.73,40605.74,52966.0717
2024-01-14 16:00:00,40503.22,40857.27,39767.97,40253.97,48740.6467
2024-01-14 17:00:00,40378.55,40615.01,39999.36,40248.11,25340.197
2024-01-14 18:00:00,40087.48,41342.64,38021.28,39339.57,35448.545
2024-01-14 19:00:00,39301.12,39874.87,38093.76,38883.49,31259.6647
2024-01-14 20:00:00,38801.55,40166.64,38088.36,39291.67,55755.6164
2024-01-14 21:00:00,39221.21,39630.05,38372.74,38910.2,34590.5974
2024-01-14 22:00:00,38739.37,40757.53,37398.5,39434.38,55618.5801
2024-01-14 23:00:00,39432.65,41632.68,38138.63,40177.6,31383.1081
2024-01-15 00:00:00,40143.98,40989.55,38564.83,39580.71,31382.6779
2024-01-15 01:00:00,39501.84,40434.84,38868.24,39829.83,33654.6308
2024-01-15 02:00:00,39852.65,40665.93,38474.51,39269.35,37181.8999
2024-01-15 03:00:00,39405.67,40548.87,37894.57,38763.3,24562.3431
2024-01-15 04:00:00,38803.2,40166.28,37753.94,39383.1,33195.4143
2024-01-15 05:00:00,39374.98,40810.22,38231.15,39956.91,20530.5935
2024-01-15 06:00:00,40141.54,41370.25,38554.31,39527.08,22941.0353
2024-01-15 07:00:00,39410.28,41139.01,38218.99,40064.69,25493.4132
2024-01-15 08:00:00,40008.3,40622.74,39017.02,39626.72,22135.4156
2024-01-15 09:00:00,39614.63,41192.73,38808.98,40152.96,25946.53
2024-01-15 10:00:00,40041.04,40839.88,38369.33,39473.94,27579.7598
2024-01-15 11:00:00,39336.73,39739.32,38569.32,39069.03,27415.0718
2024-01-15 12:00:00,39141.25,39846.9,38011.6,38761.31,28865.3346
2024-01-15 13:00:00,38632.71,39697.26,37823.05,39088.54,32075.7464
2024-01-15 14:00:00,39105.01,39603.43,38832.83,39326.83,66565.9006
2024-01-15 15:00:00,39392.98,40446.75,38612.4,39809.51,40230.4184
2024-01-15 16:00:00,39614.1,39636.8,39598.71,39623.19,51354.7046
2024-01-15 17:00:00,39616.53,39639.73,39565.7,39597.29,27019.5354
2024-01-15 18:00:00,39508.09,41178.5,38111.74,40262.67,64553.0412
2024-01-15 19:00:00,40427.66,41239.22,38953.87,39792.16,38438.2851
2024-01-15 20:00:00,39917.59,40481.37,38989.39,39546.08,45048.045
2024-01-15 21:00:00,39739.95,40501.35,38485.65,39304.17,60098.1413
2024-01-15 22:00:00,39406.2,40369.5,37713.25,38765.45,28204.2379
